Hebrew Word,Valence,Arousal,Dominance
למחול,0.638,0.47450000000000003,0.599
למחוץ,0.271,0.676,0.582
למחוק,0.266,0.279,0.365
למחשב,0.677,0.45,0.657
למטה,0.35450000000000004,0.3385,0.3175
למידה,0.833,0.588,0.574
למכור,0.408,0.52,0.382
למכור במכירה פומבית,0.542,0.732,0.716
למלא,0.729,0.449,0.637
למלא בזבורית,0.354,0.423,0.287
למלמל,0.349,0.4355,0.2365
לממן,0.581,0.45366666666666666,0.5926666666666667
לממש,0.551,0.54,0.558
למנוע,0.328,0.5641666666666667,0.4546666666666666
למנות,0.5670000000000001,0.397,0.5563333333333333
למנן,0.458,0.49,0.427
למסגר,0.469,0.333,0.42
למסור,0.429,0.34850000000000003,0.492
למעט,0.3395,0.48150000000000004,0.42500000000000004
למעלה,0.7,0.625,0.611
למעשה,0.622,0.402,0.588
למצוא,0.8035,0.5005000000000001,0.5349999999999999
למצוץ,0.25,0.623,0.268
למצות,0.565,0.402,0.519
למצמץ,0.552,0.316,0.324
למצק,0.635,0.38,0.728
למקד,0.69,0.382,0.648
למקם,0.573,0.261,0.398
למקסם,0.823,0.765,0.792
למראית עין,0.473,0.529,0.509
למרכז,0.6635,0.329,0.6165
למרפק,0.448,0.133,0.254
למשוח,0.5,0.368,0.579
למשוך,0.796,0.663,0.769
למשול,0.573,0.702,0.98
למשכן,0.4515,0.3865,0.2995
למשמע,0.728,0.45,0.75
למשעי,0.8125,0.382,0.5854999999999999
למשש,0.42,0.559,0.358
למתוח,0.39599999999999996,0.5609999999999999,0.527
למתן,0.582,0.19,0.453
לן,0.438,0.332,0.339
לנאוף,0.2783333333333333,0.7733333333333333,0.40066666666666667
לנבא,0.4795,0.446,0.5325
לנבוח,0.39349999999999996,0.6479999999999999,0.36
לנבוט,0.604,0.472,0.625
לנבול,0.354,0.333,0.245
לנבוע,0.5836666666666667,0.42933333333333334,0.5933333333333334
לנג'ס,0.271,0.451,0.472
לנגב,0.396,0.442,0.296
לנגוח,0.417,0.422,0.349
לנגוס,0.219,0.796,0.51
לנגן,0.812,0.765,0.358
לנגן בכינור,0.571,0.449,0.391
לנגן על זה,0.618,0.31,0.356
לנדנד,0.271,0.451,0.472
לנהוג,0.583,0.6085,0.6679999999999999
לנהום,0.20074999999999998,0.766,0.44925
לנהל,0.48950000000000005,0.523,0.82075
לנהל קמפיין,0.531,0.663,0.741
לנהל שיח,0.41,0.55,0.803
לנווט,0.74,0.555,0.675
לנוע בכבדות,0.711,0.333,0.345
לנוע במחזור,0.612,0.388,0.32
לנחור,0.286,0.798,0.392
לנחות,0.6455,0.44,0.548
לנחם,0.7436666666666666,0.35933333333333334,0.4956666666666667
לנחש,0.64,0.463,0.442
לנטור טינה,0.177,0.731,0.377
לנטוש,0.18075,0.43975,0.2445
לנטוש בלב ים,0.469,0.358,0.336
לנטות,0.572,0.39199999999999996,0.4003333333333334
לנטרל,0.2843333333333333,0.465,0.5185
לנכוח,0.65,0.42,0.625
לנכות,0.355,0.33,0.412
לנמנם,0.6785,0.123,0.35550000000000004
לנסות,0.6313333333333334,0.6023333333333333,0.5855
לנסח,0.7224999999999999,0.269,0.4355
לנסח מחדש,0.5,0.375,0.444
לנעול,0.328,0.5205,0.5375
לנעוץ,0.365,0.713,0.475
לנענע,0.5615,0.5345,0.4375
לנפות,0.265,0.67,0.324
לנפח,0.2585,0.601,0.399
לנפנף,0.5335000000000001,0.5875,0.441
לנצוץ,0.765,0.608,0.694
לנצח,0.68725,0.50925,0.68325
לנצל,0.5415,0.7395,0.7725
לנקב,0.40149999999999997,0.5545,0.643
לנקד,0.45699999999999996,0.3185,0.4085
לנקוב,0.583,0.74,0.579
לנקום,0.10799999999999998,0.8734999999999999,0.638
לנקוע,0.125,0.625,0.2
לנקוש,0.536,0.365,0.268
לנקוש שיניים,0.56,0.45,0.347
לנקות,0.727,0.26466666666666666,0.537
לנקות בחוט דנטלי,0.5,0.28,0.278
לנקות לכלוך,0.184,0.5,0.373
לנקז,0.277,0.47,0.222
לנקר,0.202,0.53,0.321
לנקר עין,0.396,0.441,0.4
לנשוב,0.521,0.472,0.434
לנשום,0.833,0.373,0.518
לנשוף,0.41533333333333333,0.577,0.43199999999999994
לנשוף בכבדות,0.347,0.729,0.556
לנשור,0.253,0.55,0.481
לנשות,0.458,0.431,0.339
לנשל,0.2535,0.607,0.34950000000000003
לנשק,0.469,0.5,0.391
לנתב,0.354,0.274,0.336
לנתח,0.501,0.5559999999999999,0.6573333333333333
לנתק,0.3546,0.4236000000000001,0.26680000000000004
לסבול,0.47650000000000003,0.5345,0.671
לסבור,0.594,0.529,0.69
לסבך,0.2886666666666667,0.652,0.39366666666666666
לסגור,0.292,0.26,0.263
לסגת,0.104,0.396,0.24
לסדוק,0.263,0.5725,0.314
לסווג,0.6085,0.4355,0.6915
לסוך,0.552,0.49,0.47
לסחוב,0.366,0.5245,0.344
לסחוט,0.073,0.8145,0.526
לסחרר,0.199,0.582,0.193
לסטור,0.469,0.453,0.387
לסטות,0.2612,0.5938000000000001,0.4436
לסיים,0.39966666666666667,0.34833333333333333,0.5073333333333333
לסיים לימודים,0.898,0.549,0.778
לסייע,0.8225,0.384,0.569
לסירוגין,0.4085,0.5295,0.489
לסכור,0.25,0.553,0.394
לסכל,0.21566666666666667,0.49433333333333335,0.243
לסכם,0.556,0.55,0.578
לסכן,0.1875,0.881,0.493
לסלוד,0.229,0.6355,0.398
לסלוח,0.5855,0.46175,0.5022500000000001
לסלול,0.594,0.49,0.509
לסלף,0.087,0.73,0.318
לסמא,0.73,0.782,0.683
לסמוך,0.388,0.429,0.358
לסמור,0.375,0.375,0.326
לסמם,0.20366666666666666,0.7983333333333333,0.39966666666666667
לסמן,0.592,0.378,0.536
לסמן במונוגרמה,0.503,0.27,0.402
לסנוור,0.4263333333333333,0.6163333333333333,0.44
לסנן,0.44,0.296,0.26
לסעוד,0.6783333333333333,0.43133333333333335,0.5273333333333333
לסעור,0.444,0.882,0.491
לספוג,0.50025,0.47825,0.62125
לספוח,0.552,0.394,0.718
לספור,0.594,0.389,0.492
לספח,0.594,0.35,0.458
לספק,0.758,0.488,0.7210000000000001
לספר,0.541,0.48,0.473
לספר סוד,0.669,0.472,0.595
לסקרן,0.771,0.796,0.713
לסרב,0.173,0.491,0.24
לסרוג,0.63,0.144,0.295
לסרוק,0.49,0.123,0.268
לסרס,0.4013333333333333,0.36933333333333335,0.4256666666666667
לסרק,0.49,0.123,0.268
לסת,0.556,0.46499999999999997,0.34450000000000003
לסתום,0.367,0.5,0.418
לסתור,0.16649999999999998,0.6679999999999999,0.5175000000000001
לעבד,0.708,0.41,0.598
לעבד עור,0.633,0.345,0.302
לעבור,0.51,0.324,0.362
לעבות,0.598,0.415,0.623
לעבר,0.51,0.721,0.655
לעג,0.1864,0.7538,0.2902
לעגון,0.356,0.5446,0.45220000000000005
לעגן,0.52,0.284,0.564
לעודד,0.8433333333333333,0.6521666666666667,0.7155
לעוות,0.1366666666666667,0.6096666666666667,0.3193333333333333
לעוף,0.877,0.606,0.696
לעורר,0.6666666666666666,0.6978333333333334,0.6111666666666666
לעורר השראה,0.918,0.627,0.759
לעורר יראת כבוד?,0.364,0.774,0.361
לעורר מחלוקת,0.333,0.52,0.417
לעזאזל,0.2631111111111111,0.6865555555555556,0.4514444444444444
לעזוב,0.24620000000000003,0.4726,0.3386
לעטר,0.842,0.5,0.769
לעטר בפרנזים,0.458,0.37,0.348
לעיין,0.503,0.27,0.439
לעייף,0.173,0.378,0.265
לעיל,0.536,0.32799999999999996,0.4935
לעיס,0.625,0.418,0.39
לעיסה,0.52,0.49,0.404
לעכב,0.27040000000000003,0.4854,0.3928
לעכל,0.72,0.413,0.483
לעלות,0.6736666666666666,0.5613333333333334,0.676
לעלות (על כלי תחבורה),0.541,0.55,0.619
לעלות באש,0.24,0.847,0.525
לעלות לאוויר,0.583,0.196,0.37
לעמוד בשורה,0.635,0.427,0.638
לעמול,0.705,0.644,0.737
לעמעם,0.398,0.321,0.273
לעמת,0.48,0.406,0.52
לענג,0.949,0.666,0.647
לענות,0.2865,0.5275000000000001,0.22999999999999998
לעניין,0.7535000000000001,0.5295,0.727
לעסות,0.708,0.356,0.413
לעצב,0.7705,0.35350000000000004,0.6134999999999999
לעצבן,0.19037500000000002,0.761625,0.36125
לעצור,0.27285714285714285,0.585,0.4767142857142857
לעקוב,0.667,0.509,0.6
לעקוף,0.4004285714285714,0.5761428571428571,0.4641428571428571
לעקור,0.319,0.655,0.405
לעקל,0.188,0.616,0.456
לעקם,0.3255,0.5700000000000001,0.4285
לעקר,0.399,0.324,0.4105
לערב,0.472,0.5800000000000001,0.581
לערבב,0.363,0.6,0.404
לערוג,0.583,0.225,0.312
לערוך,0.5155000000000001,0.403,0.556
לערוך חוזה,0.594,0.412,0.636
לערוך סיעור מוחות,0.794,0.784,0.636
לערוך סקר,0.448,0.598,0.602
לערום,0.34,0.559,0.446
לערוק,0.135,0.561,0.185
לערער,0.446,0.608,0.42200000000000004
לערפל,0.51,0.213,0.26
לעשות,0.677,0.484,0.508
לעשות אהבה,0.969,0.927,0.814
לעשות ג'אגלינג,0.594,0.76,0.426
לעשות ג'וגינג,0.51,0.708,0.519
לעשות דיאטה,0.429,0.235,0.398
לעשות ויברח,0.448,0.48,0.481
לעשות יותר מדי,0.156,0.864,0.602
לעשות מדיטציה,0.812,0.146,0.564
לעשות פוזה,0.427,0.33,0.361
לעשות פוליטיקה,0.365,0.581,0.798
לעשות קאמבק,0.58,0.409,0.555
לעשות קקי,0.163,0.43,0.172
לעשות שגיאה כתיב,0.292,0.423,0.281
לעתור,0.498,0.575,0.415
לעתים,0.538,0.24,0.264
לעתים קרובות,0.578,0.4563333333333333,0.5519999999999999
לעתים רחוקות,0.204,0.25,0.327
לפאר,0.919,0.5914999999999999,0.6985
לפברק,0.636,0.491,0.779
לפגום,0.31183333333333335,0.494,0.3263333333333333
לפגוע,0.08349999999999999,0.7415,0.378
לפגוש,0.76,0.51,0.58
לפגר,0.22,0.375,0.246
לפדל,0.5,0.32,0.342
לפוג,0.573,0.745,0.702
לפוצץ,0.373,0.7935,0.68425
לפורר,0.264,0.524,0.3265
לפזול,0.612,0.348,0.509
לפזז,0.6513333333333334,0.6526666666666667,0.45
לפזר,0.36716666666666664,0.44683333333333336,0.3376666666666666
לפחד,0.12114285714285714,0.7388571428571428,0.35828571428571426
לפחות,0.305,0.42333333333333334,0.261
לפטופ,0.724,0.27,0.519
לפטור,0.636,0.452,0.662
לפטם,0.4443333333333333,0.5563333333333333,0.47866666666666663
לפטפט,0.4895,0.50225,0.34475
לפטר,0.167,0.541,0.509
לפייס,0.7225,0.28049999999999997,0.5315
לפלוט,0.473,0.6322,0.5132000000000001
לפלוש,0.408,0.892,0.714
לפלח,0.554,0.388,0.387
לפלרטט,0.6910000000000001,0.7815000000000001,0.5145
לפנות,0.362,0.60775,0.4585
לפנטז,0.771,0.66,0.356
לפני,0.4085,0.3085,0.393
לפני אחרון,0.469,0.366,0.255
לפני כן,0.5,0.337,0.382
לפנק,0.8125,0.5185,0.5085
לפסול,0.21733333333333335,0.513,0.2986666666666667
לפסול חקיקה,0.224,0.412,0.429
לפסוע,0.51,0.38,0.39
לפסוק,0.5555000000000001,0.499,0.7145
לפסל,0.469,0.404,0.452
לפסס,0.365,0.412,0.288
לפספס,0.292,0.418,0.415
לפעול,0.677,0.6735,0.6174999999999999
לפעמים,0.48,0.314,0.515
לפענח,0.484,0.5700000000000001,0.646
לפצוע,0.125,0.75,0.3045
לפצות,0.515,0.45099999999999996,0.5575
לפצל,0.298,0.59,0.36766666666666664
לפקוד,0.427,0.79,0.849
לפקח,0.5553333333333333,0.4573333333333333,0.7253333333333334
לפרוח,0.8417999999999999,0.38839999999999997,0.4688
לפרוט,0.459,0.527,0.518
לפרוס,0.4845,0.48150000000000004,0.5914999999999999
לפרוע,0.39649999999999996,0.518,0.47750000000000004
לפרוץ,0.297,0.5943333333333333,0.4226666666666667
לפרוק,0.45299999999999996,0.491,0.5515
לפרוק מנשקו,0.292,0.528,0.613
לפרט,0.529,0.4155,0.605
לפריקון,0.417,0.48,0.417
לפרמט,0.562,0.308,0.438
לפרסם,0.6945,0.56425,0.6795
לפרק,0.28933333333333333,0.5023333333333334,0.38999999999999996
לפרש,0.624,0.5720000000000001,0.613
לפשוט,0.40633333333333327,0.5666666666666668,0.46399999999999997
לפשל,0.448,0.49,0.272
לפת,0.521,0.278,0.452
לפתוח,0.62,0.48,0.569
לפתות,0.4626,0.6113999999999999,0.48760000000000003
לפתח,0.7050000000000001,0.579,0.7777499999999999
לפתל,0.323,0.614,0.433
לץ,0.771,0.76,0.416
לצאת,0.43,0.391,0.34299999999999997
לצאת לדרך,0.521,0.402,0.33
לצבוט,0.3105,0.6659999999999999,0.3015
לצבוע,0.6845,0.3135,0.36525
לצבור,0.53625,0.4955,0.628
לצד,0.458,0.333,0.347
לצהול,0.378,0.642,0.373
לצוד,0.327,0.806,0.588
לצוד סרטנים,0.421,0.396,0.33
לצודד,0.698,0.604,0.723
לצוות,0.5369999999999999,0.4385,0.7
לצון,0.594,0.677,0.464
לצוף,0.645,0.4105,0.394
לצופף,0.35,0.827,0.731
לצוץ,0.602,0.594,0.731
לצותת,0.375,0.71,0.368
לצחוק,0.8300000000000001,0.6765,0.50075
לצחקק,0.8285,0.6910000000000001,0.39449999999999996
לצטט,0.531,0.4105,0.5375000000000001
לצייד,0.65,0.519,0.713
לציין,0.5313333333333333,0.46366666666666667,0.5603333333333333
לצייץ,0.367,0.38,0.373
לצייר,0.704,0.449,0.481
לציית,0.6766,0.41719999999999996,0.5982000000000001
לצלוב,0.146,0.878,0.573
לצלול,0.44499999999999995,0.6105,0.525
לצלוע,0.393,0.44,0.172
לצלות,0.6325000000000001,0.4475,0.43800000000000006
לצלם,0.729,0.327,0.431
לצלצל,0.4354,0.48819999999999997,0.41980000000000006
לצמצם,0.31,0.302,0.3335
לצמרר,0.208,0.85,0.358
לצנוח,0.44099999999999995,0.7475,0.4075
לצנן,0.837,0.206,0.482
לצעוק,0.432,0.8053333333333333,0.5353333333333333
לצער,0.104,0.704,0.472
לצפור,0.499,0.5975,0.4225
לצפות,0.577,0.451,0.4853333333333334
לצפצף,0.529,0.461,0.418
לצרוך,0.5,0.5805,0.5225
לצרף,0.5465,0.4135,0.48100000000000004
לק,0.408,0.418,0.331
לקבוע,0.612,0.368,0.776
לקבור,0.10500000000000001,0.5505,0.358
לקבל,0.8453333333333334,0.4566666666666666,0.5613333333333334
לקבע,0.4483333333333333,0.399,0.48300000000000004
לקבץ,0.5451666666666667,0.43483333333333335,0.48150000000000004
לקבץ נדבות,0.441,0.431,0.414
לקדוח,0.25,0.602,0.573
לקדם,0.673,0.472,0.858
לקדש,0.663,0.5,0.8
לקה,0.408,0.418,0.331
לקוד,0.5825,0.359,0.503
לקודד,0.442,0.344,0.667
לקוות,0.8055000000000001,0.393,0.5965
לקוח,0.583,0.45,0.618
לקוי,0.185,0.4615,0.2005
לקום,0.75,0.582,0.725
לקוני,0.245,0.61,0.452
לקזז,0.719,0.394,0.704
לקחת בחשבון,0.594,0.389,0.492
לקט,0.515,0.46199999999999997,0.495
לקטוז,0.479,0.29,0.433
לקטוע,0.151,0.6475,0.509
לקטוע בהערה,0.333,0.648,0.658
לקטוף,0.375,0.583,0.474
לקטלג,0.561,0.221,0.573
לקטר,0.24433333333333332,0.559,0.32866666666666666
לקיחה,0.51,0.632,0.717
לקלוע,0.427,0.222,0.216
לקלל,0.2384,0.6355999999999999,0.4096
לקלף,0.46475,0.261,0.272
לקמח,0.53,0.235,0.239
לקמט,0.35,0.4215,0.348
לקמר,0.43,0.382,0.439
לקנא,0.2085,0.7175,0.402
לקנות,0.771,0.769,0.612
לקס,0.49,0.373,0.318
לקסיקון,0.561,0.463,0.615
לקפוא,0.26749999999999996,0.376,0.428
לקפוץ,0.445,0.5076666666666667,0.37966666666666665
לקפח,0.33,0.548,0.43333333333333335
לקפל,0.28200000000000003,0.39249999999999996,0.3285
לקצוץ,0.375,0.5416666666666666,0.36966666666666664
לקצץ,0.453,0.3363333333333333,0.45933333333333337
לקצר,0.531,0.375,0.33
לקרוא,0.58775,0.605,0.515
לקרוא בעיון,0.503,0.27,0.439
לקרוא לא נכון,0.115,0.558,0.315
לקרוס,0.573,0.656,0.509
לקרות,0.677,0.67,0.551
לקרטע,0.421,0.65,0.346
לקריין,0.541,0.48,0.473
לקרעים,0.208,0.442,0.259
לקרקר,0.317,0.425,0.338
לקרר,0.521,0.34,0.482
לקשור,0.33066666666666666,0.5266666666666667,0.442
לקשט,0.873,0.44,0.4595
לקשקש,0.39925,0.47025,0.385
לקשר,0.673,0.519,0.535
לרבות,0.7,0.378,0.518
לרגש,0.823,0.95,0.668
לרדוף,0.3714,0.7514000000000001,0.48040000000000005
לרדת,0.3712,0.4758,0.3294
לרהט,0.755,0.487,0.49
לרווח,0.396,0.451,0.357
לרוחב,0.459,0.316,0.462
לרומם,0.656,0.75,0.745
לרומם את רוחו,0.792,0.96,0.725
לרוץ,0.51,0.708,0.519
לרוקן,0.857,0.327,0.573
לרזות,0.103,0.541,0.151
לרחוץ,0.5285,0.4065,0.3695
לרחם,0.16,0.398,0.114
לרחף,0.5863333333333333,0.47433333333333333,0.433
לרטוט,0.635,0.321,0.333
לרכוב על אופניים,0.635,0.4,0.533
לרכול,0.539,0.549,0.538
לרכוס,0.4215,0.3655,0.4
לרכוש,0.784,0.489,0.7585
לרכז,0.684,0.427,0.802
לרכך,0.47250000000000003,0.3745,0.4525
לרכל,0.673,0.455,0.403
לרמוז,0.48925,0.517,0.48675
לרמות,0.2353333333333333,0.632,0.3878333333333333
לרסיסים,0.208,0.442,0.259
לרסן,0.39749999999999996,0.5155000000000001,0.4
לרסק,0.4595,0.3725,0.3675
לרעוב,0.177,0.654,0.282
לרעות,0.56,0.255,0.371
לרענן,0.806,0.363,0.566
לרפא,0.742,0.311,0.5895
לרפד,0.684,0.279,0.33
לרפרף,0.479,0.548,0.33
לרצוח,0.466,0.441,0.451
לרצות,0.7275,0.39025,0.57225
לרצף,0.439,0.3075,0.309
לרקוד,0.7275,0.6955,0.462
לרקום,0.677,0.279,0.407
לרשום,0.696,0.53,0.611
לרשום תרופה,0.417,0.375,0.546
לרשת,0.565,0.5405,0.46249999999999997
לרתוח,0.3285,0.672,0.45699999999999996
לרתום,0.57,0.549,0.508
לרתק,0.781,0.5609999999999999,0.7195
לשאוב,0.396,0.324,0.36
לשאוג,0.248,0.337,0.212
לשאול,0.531,0.44,0.459
לשאוף,0.6943333333333334,0.46366666666666667,0.606
לשאת,0.5217499999999999,0.379,0.432
לשאת ולתת,0.612,0.708,0.769
לשבור,0.297,0.5001666666666666,0.365
לשבות,0.361,0.6325000000000001,0.494
לשבח,0.7436666666666666,0.6676666666666667,0.6156666666666667
לשבט,0.406,0.471,0.524
לשבץ,0.5166000000000001,0.4514,0.542
לשבש,0.2255,0.5985,0.344
לשבת על קצה,0.531,0.3,0.314
לשגות,0.42,0.316,0.281
לשגות באיות,0.292,0.423,0.281
לשגע,0.361,0.73,0.49275
לשגר,0.45920000000000005,0.6317999999999999,0.6208
לשגשג,0.688,0.554,0.661
לשד,0.458,0.35,0.596
לשדך,0.541,0.388,0.454
לשדל,0.367,0.4,0.447
לשדר,0.615,0.587,0.355
לשדרג,0.146,0.7,0.536
לשהק,0.271,0.549,0.24
לשוחח,0.5948,0.4944,0.51
לשוטט,0.45599999999999996,0.442,0.39033333333333337
לשונון,0.449,0.412,0.411
לשוני,0.5,0.457,0.315
לשחד,0.436,0.614,0.4955
לשחוק,0.3076,0.5236,0.4386
לשחק,0.722,0.7040000000000001,0.531
לשחרר,0.6206666666666667,0.5176666666666666,0.5367777777777778
לשחרר על תנאי,0.388,0.62,0.526
לשטוף,0.408,0.755,0.589
לשטח,0.286,0.469,0.442
לשייט,0.74,0.442,0.683
לשים לא במקום,0.229,0.461,0.191
לשיר,0.771,0.698,0.65
לשכב,0.13,0.725,0.272
לשכה,0.5725,0.373,0.5365
לשכוח,0.27349999999999997,0.331,0.1965
לשכול,0.104,0.479,0.221
לשכון,0.656,0.378,0.556
לשכור,0.6285,0.509,0.523
לשכך,0.5838,0.381,0.4928
לשכנע,0.5686666666666667,0.6056666666666667,0.739
לשכפל,0.521,0.49,0.338
לשלב,0.6713333333333334,0.40066666666666667,0.5776666666666667
לשלוח,0.76,0.623,0.691
לשלוח אימייל,0.698,0.23,0.456
לשלוח הודעה,0.52,0.426,0.548
לשלוט,0.5724,0.6254,0.8984
לשלול,0.271,0.53,0.3625
לשלם,0.46599999999999997,0.5305,0.4725
לשלשת ציפורי ים,0.296,0.343,0.191
לשמוח לאיד,0.5,0.637,0.603
לשמוע,0.76,0.429,0.444
לשמוע במקרה,0.65,0.365,0.58
לשמור,0.6653333333333333,0.3076666666666667,0.6143333333333333
לשמן,0.49,0.2535,0.34850000000000003
לשמן בגריז,0.255,0.404,0.306
לשמר,0.6154999999999999,0.34025,0.47824999999999995
לשמש כראש הטקס,0.694,0.577,0.691
לשמש כשמרטף,0.719,0.587,0.398
לשנוא,0.127,0.5176666666666666,0.3026666666666667
לשנות,0.4685,0.5549999999999999,0.56725
לשנות דעה,0.719,0.755,0.543
לשנן,0.52,0.451,0.716
לשעבד,0.245,0.677,0.5755
לשעבר,0.25,0.52,0.306
לשעמם,0.1735,0.14350000000000002,0.1905
לשער,0.468,0.4245,0.512
לשעשע,0.8867499999999999,0.7545,0.638
לשפוט,0.51,0.604,0.857
לשפוך,0.448,0.57,0.375
לשפוע,0.469,0.333,0.33
לשפות,0.449,0.548,0.613
לשפץ,0.5,0.651,0.491
לשפר,0.8606666666666666,0.5448333333333334,0.7440000000000001
לשפשף,0.417,0.51,0.353
לשצוף,0.143,0.643,0.552
לשקול,0.6140000000000001,0.511,0.6305000000000001
לשקוע,0.071,0.86,0.27
לשקוע בעצבות,0.406,0.309,0.345
לשקר,0.208,0.704,0.317
לשרבב,0.46,0.49,0.569
לשרבב שפתיים,0.36050000000000004,0.4125,0.23600000000000002
לשרבט,0.505,0.36250000000000004,0.363
לשרוד אחרי,0.5925,0.7775000000000001,0.7045
